id,fecha,ubicacion,aerolinea,ruta,tipo,total_abordo,fallecidos,fallecidos_en_tierra,anio
0,1908-09-17,"Fort Myer, Virginia",Military - U.S. Army,Demonstration,Wright Flyer III,2,1,0,1908
1,1909-09-07,"Juvisy-sur-Orge, France",sin informacion,Air show,Wright Byplane,1,1,0,1909
2,1912-07-12,"Atlantic City, New Jersey",Military - U.S. Navy,Test flight,Dirigible,5,5,0,1912
3,1913-08-06,"Victoria, British Columbia, Canada",Private,sin informacion,Curtiss seaplane,1,1,0,1913
4,1913-09-09,Over the North Sea,Military - German Navy,sin informacion,Zeppelin L-1 (airship),20,14,0,1913
5,1913-10-17,"Near Johannisthal, Germany",Military - German Navy,sin informacion,Zeppelin L-2 (airship),28,28,0,1913
6,1915-03-05,"Tienen, Belgium",Military - German Navy,sin informacion,Zeppelin L-8 (airship),41,17,0,1915
7,1915-09-03,"Off Cuxhaven, Germany",Military - German Navy,sin informacion,Zeppelin L-10 (airship),19,19,0,1915
8,1916-07-28,"Near Jambol, Bulgeria",Military - German Army,sin informacion,Schutte-Lanz S-L-10 (airship),20,20,0,1916
9,1916-09-24,"Billericay, England",Military - German Navy,sin informacion,Zeppelin L-32 (airship),22,22,0,1916
10,1916-10-01,"Potters Bar, England",Military - German Navy,sin informacion,Zeppelin L-31 (airship),19,19,0,1916
11,1916-11-21,"Mainz, Germany",Military - German Army,sin informacion,Super Zeppelin (airship),28,27,0,1916
12,1916-11-28,"Off West Hartlepool, England",Military - German Navy,sin informacion,Zeppelin L-34 (airship),20,20,0,1916
13,1917-03-04,"Near Gent, Belgium",Military - German Army,sin informacion,Airship,20,20,0,1917
14,1917-03-30,Off Northern Germany,Military - German Navy,sin informacion,Schutte-Lanz S-L-9 (airship),23,23,0,1917
15,1917-05-14,"Near Texel Island, North Sea",Military - German Navy,sin informacion,Zeppelin L-22 (airship),21,21,0,1917
16,1917-06-14,"Off Vlieland Island, North Sea",Military - German Navy,sin informacion,Zeppelin L-43 (airship),24,24,0,1917
17,1917-06-17,"Near Yarmouth, England",sin informacion,sin informacion,Zepplin L-48 (air ship),16,14,0,1917
18,1917-08-21,Off western Denmark,Military - German Navy,sin informacion,Zeppelin L-23 (airship),18,18,0,1917
19,1917-10-20,"Near Luneville, France",Military - German Navy,sin informacion,Zeppelin L-44 (airship),18,18,0,1917
20,1918-04-07,Over the Mediterranean,Military - German Navy,sin informacion,Zeppelin L-59 (airship),23,23,0,1918
21,1918-08-05,"Off Helgoland Island, Germany",Military - German Navy,sin informacion,Zeppelin L-70 (airship),22,22,0,1918
22,1918-08-11,"Ameland Island, North Sea",Military - German Navy,sin informacion,Zeppelin L-53 (airship),19,19,0,1918
23,1918-12-16,"Elizabeth, New Jersey",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1918
24,1919-05-25,"Cleveland, Ohio",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1919
25,1919-07-19,"Dix Run, Pennsylvania",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1919
26,1919-07-21,"Chicago, Illinois",Wingfoot Air Express Goodyear Tire,Shuttle,FD Type Dirigible,0,3,10,1919
27,1919-08-02,"Verona, Italy",Caproni Company,Venice  Taliedo,Caproni Ca.48,14,14,0,1919
28,1919-10-02,"Newcastle, England",Aircraft Transport and Travel,sin informacion,De Havilland DH-4,1,1,0,1919
29,1919-10-14,"Cantonsville, Maryland",US Aerial Mail Service,sin informacion,Curtiss R-4LM,1,1,0,1919
30,1919-10-20,"English Channel off Forkstone, Kent",Aircraft Transport and Travel,sin informacion,De Havilland DH-4,0,0,0,1919
31,1919-10-30,"Long Valley, New Jersey",US Aerial Mail Service,sin informacion,De Havilland DH.4,1,1,0,1919
32,1919-12-11,"Catherham, Surrey, UK",Aircraft Travel Transport,Paris - Hounslow,de Havilland DH-4,1,1,0,1919
33,1920-03-10,"New Paris, Indiana",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1920
34,1920-03-30,"Newark, New Jersey",US Aerial Mail Service,Washington - Newark,De Havilland DH-4,1,1,0,1920
35,1920-04-10,"Newark, New Jersey",US Aerial Mail Service,sin informacion,Curtiss R-4LM,2,1,0,1920
36,1920-04-11,"Heller Field, New Jersey",US Aerial Mail Service,sin informacion,Curtiss JN-4H,2,1,0,1920
37,1920-05-12,"Oskaloosa, Iowa",US Aerial Mail Service,sin informacion,De Havilland DH-4,2,1,0,1920
38,1920-06-06,"Cleveland, Ohio",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1920
39,1920-07-20,"Cartagena, Columbia",Compañia Colombiana de Navegación Aérea,sin informacion,Farman F-40,1,1,0,1920
40,1920-08-16,"Bedford, England",By Air,sin informacion,Armstrong-Whitworth F-K-8,1,1,0,1920
41,1920-08-16,"College Park, Maryland",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1920
42,1920-09-01,"Morristown, New Jersey",US Aerial Mail Service,sin informacion,Junkers JL-6,2,2,0,1920
43,1920-09-15,"Pemberville, Ohio",US Aerial Mail Service,sin informacion,Junkers F-13,2,2,0,1920
44,1920-09-27,"Hillersburg, Pennsylvania",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1920
45,1920-10-02,"Off Port Vendres, France",Latecoere Airlines,sin informacion,Salmson 2-A-2,2,2,0,1920
46,1920-10-05,"Valencia, Spain",Latecoere Airlines,sin informacion,Breguet 14,2,2,0,1920
47,1920-10-15,"Batavia, Illinois",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1920
48,1920-11-07,"Tie Siding, Wyoming",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1920
49,1920-12-14,"London, England",Handley Page Transport,London - Paris,Handley Page HP-16,8,4,0,1920
50,1920-12-24,"Barcelona, Spain",Aeropostale,sin informacion,Breguet 14,1,1,0,1920
51,1921-02-03,"Mendotta, Minnisota",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1921
52,1921-02-09,"La Crosse, Wisconsin",US Aerial Mail Service,sin informacion,Junkers F-13,3,3,0,1921
53,1921-02-15,Off Gibraltar,Aeropostale,sin informacion,Breguet 14,2,2,0,1921
54,1921-02-22,"Elko, Nevada",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1921
55,1921-04-06,"Point Cook, Australia",Military - Royal Australian Air Force,sin informacion,Avro 504,2,2,0,1921
56,1921-04-21,"Mitchel Field, NY",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1921
57,1921-04-29,"Cleveland, Ohio",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1921
58,1921-05-17,"Rock Springs, Wyoming",US Aerial Mail Service,sin informacion,"De Havilland DH-4De Havilland DH-4",1,1,0,1921
59,1921-08-14,"Toulouse, France",Aeropostale,sin informacion,Breguet 14,2,2,0,1921
60,1921-08-24,"River Humber, England",Military - Royal Airship Works,sin informacion,Royal Airship Works ZR-2 (airship),49,43,1,1921
61,1921-09-06,"Paris, France",Franco-Roumaine,Warsaw - Prague - Strasbourg - Paris,Potez IX,5,5,0,1921
62,1921-12-05,"Near Murchinson River, Australia",West Australian Airways,Geraldton - Derby,Bristol 28 Tourer,2,2,0,1921
63,1922-01-14,"Paris, France",Handley Page Transport,sin informacion,Handley Page O/10,5,5,5,1922
64,1922-02-21,"Near Norfolk, Virginia",Military - U.S. Army Air Service,sin informacion,Dirigible Roma (airship),45,34,0,1922
65,1922-03-22,North Atlantic Ocean,Aero Limited,Miami - Bimini,Aeromarine Model 85 (flying boat),6,5,0,1922
66,1922-04-07,"Grandvilliers, France",Daimler Airways / Grands Express Aeriens,Croydon - Le Bourget,de Havilland DH-18 / Farman F-60 Goliath,7,7,0,1922
67,1922-04-08,"Pao Ting Fou, China",sin informacion,Test,sin informacion,17,17,0,1922
68,1922-06-03,"Off Folkestone, Kent, England",Cie des Messageries Aeriennes,Croydon - Paris,Bleriot Spad 27,3,3,0,1922
69,1922-07-04,"Fuhlsbuttel, Germany",sin informacion,Hamburg - Berlin,LVG C VI,3,2,0,1922
70,1922-07-16,"Near Saverne, Lorraine, France",Compagnie Franco-Roumaine de Navigaation Aerienne,Strasbourg - Paris,Potez 29,5,5,0,1922
71,1922-07-26,"Cadix, Spain",Grands Express Aeriens,sin informacion,Breguet 14,3,3,0,1922
72,1922-09-07,"Indianapolis, Indiana",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1922
73,1922-10-02,"Venice, Italy",de Havilland Air Service,Venice - London,de Havilland DH-9,4,4,0,1922
74,1922-10-25,"Larache, Morocco",Grands Express Aeriens,sin informacion,Breguet 14,2,2,0,1922
75,1922-12-03,"Fez, Morocco",Grands Express Aeriens,Toulouse - Barcelona - Valencia - Alicante - Malaga - Rabat,Breguet 14,1,1,0,1922
76,1923-01-10,"Ajaccio, France",Amee de l'Air,sin informacion,Lioré-et-Olivier H-13,4,3,0,1923
77,1923-01-17,"Barcelona, Spain",Grands Express Aeriens,sin informacion,Breguet 14,1,1,0,1923
78,1923-01-18,"Cheyenne, Wyoming",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1923
79,1923-02-26,"Meadville, Pennsylvania",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1923
80,1923-05-14,"Near Amiens, Picrdie, France",Grands Express Aeriens (Air Union),Paris - London,Farman F-60 Goliath,6,6,0,1923
81,1923-08-27,"East Mallling, United Kingdom",Air Union,Paris - Berck-sur-Mer - Croydon,Farman F.60 Goliath,11,1,0,1923
82,1923-08-27,"Bucharest, Romania",Campagnie France Roumaine,sin informacion,Blériot Spad 46,2,2,0,1923
83,1923-09-07,"Colton, Ohio",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1923
84,1923-09-14,"Near Ivinghoe, Buckinghamshire, England",Daimler Airways,Croydon - Manchester,de Havilland DH-34,5,5,0,1923
85,1923-11-18,Russia,CCCP,sin informacion,Junkers F-13,5,3,0,1923
86,1923-12-06,"Castalia, Ohio",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1923
87,1923-12-23,Over the Mediterranean Sea,Military - French Navy,Toulon - Algiers,Zeppelin Dixmunde (airship),52,52,0,1923
88,1923-12-24,"Egbert, WY",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1923
89,1924-03-07,"Grampian, Pennsylvania",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1924
90,1924-04-24,Over the English Channel,KLM Royal Dutch Airlines,"Lympne, England - Rotterdam, The Netherlands",Fokker F.III,3,3,0,1924
91,1924-06-08,"Barranquilla, Colombia",SCADTA,Barranquilla - Bogota,Junkers F-13,5,5,0,1924
92,1924-08-01,United States,US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1924
93,1924-11-06,"Cabrerolles, France",Grands Express Aeriens,sin informacion,Breguet 14,1,1,0,1924
94,1924-12-21,"Goshen, Indiana",US Aerial Mail Service,sin informacion,De Havilland DH-4,1,1,0,1924
95,1924-12-24,"Purley, England",Imperial Airways,London - Paris,de Havilland DH-34B,8,8,0,1924
96,1925-03-22,"Near Tiflis, Georgia, USSR",Zakavia,Tiflis - Suchumi,Junkers F-13,5,5,0,1925
97,1925-04-25,"Alicante, Spain",Grands Express Aeriens,Alicante - Barcelona - Toulouse,Breguet 14,3,3,0,1925
98,1925-06-25,"Landrécies, France",KLM Royal Dutch Airlines,Amsterdam - Paris,Fokker (KLM)  F.III,4,4,0,1925
99,1925-06-26,"Alicante, Spain",Grands Express Aeriens,Oran - Alicante,Lioré-et-Olivier LeO H-13,2,2,0,1925
100,1925-07-20,"Rosas, Spain",Lignes Aeriennes Latecoere,Toulouse - Barcelona,Breguet 14,1,1,0,1925
101,1925-07-24,"Budapest, Hungary",CIDNA,sin informacion,Potez IX,1,1,0,1925
102,1925-09-03,"Caldwell, Ohio",Military - U.S. Navy,"Lakehurst, NJ - S.t Louis, MO",Dirigible ZR-1 Shenandoah (airship),43,14,0,1925
104,1925-10-01,"Mt. Nittany, Ohio",US Aerial Mail Service,New York - San Francisco,De Havilland DH-4,1,1,0,1925
105,1925-11-14,"Nouadhibou, Mauritania",Lignes Aeriennes Latecoere,sin informacion,Breguet 14,1,1,0,1925
106,1925-11-14,"Off Boulogne-sur-Mer, France",Air Union,sin informacion,Farman F-60 Goliath,2,2,0,1925
107,1926-02-12,"Montpelier, Ohio",US Aerial Mail Service,sin informacion,Curtiss Carrier Pigeon,1,1,0,1926
108,1926-03-08,"Staaken, Germany",Deutche Lufthansa,sin informacion,Junkers F-13,1,1,0,1926
109,1926-05-31,English Channel,Air Union,Paris - Cryodon,Breguet 14,1,1,0,1926
110,1926-07-03,"Rossaugpt, Czechoslovakia",Compagnie Internationale de Navigation Aérienne,Paris - Prague - Budapest,Caudron C-61,6,6,0,1926
111,1926-07-09,"Wolvertem, Belgium",KLM Royal Dutch Airlines,Amsterdam - Rotterdam - Brussels - Paris,Fokker F7,2,2,0,1926
112,1926-07-24,"Juist, Germany",Deutsche Lufthansa,sin informacion,Junkers F-13,5,5,0,1926
113,1926-08-18,"Hurst, Kent, England",Air Union,"Lebourget, France - Croydon, England",Bleriot 155,15,3,0,1926
114,1926-09-26,"New York, New York",sin informacion,New York - Paris,Sikorsky S-25,5,2,0,1926
115,1926-10-02,"Leigh, Kent, Unied Kingdom",Air Union,Paris - London,Bleriot 155,7,7,0,1926
116,1926-10-08,"Bueren, Germany",Deutsche Lufthansa,sin informacion,Fokker FG III,4,4,0,1926
117,1926-10-21,English Channel,Imperial Airways,Croydon - Paris,Handley Page W-10,12,0,0,1926
118,1926-11-11,"Cape Bojador, Morocco",Grands Express Aeriens,Casablanca -Dakar,Breguet 14,3,3,0,1926
119,1926-12-16,"Medford, Oregon",Pacific Air Transport,sin informacion,Ryan M-1,1,1,0,1926
120,1927-01-12,"Estaires, France",Fokker,Delivery flight,Fokker F-VII,0,0,0,1927
121,1927-03-20,"Rabat, Morocco",Grands Express Aeriens,Casablanca - Oran,Breguet 14,1,1,0,1927
122,1927-03-24,"Tambo, Qld, Australia",Qantas,Charleville - Tambo - Blackall,de Havilland DH-9C,3,3,0,1927
123,1927-04-15,"King Hill, Idaho",Varney Air Lines,sin informacion,"SwallowSwallow",1,1,0,1927
124,1927-04-22,"Floh, Germany",Deutsche Lufthansa,Charleville - Tambo - Blackall,Fokker FG III,2,2,0,1927
125,1927-04-22,"Goshen, Indiana",US Aerial Mail Service,sin informacion,Douglas M-4,1,1,0,1927
126,1927-05-02,"Algiers, Algeria",Air Union,sin informacion,SPCA Meteore 63,3,1,0,1927
127,1927-07-27,"Amoneburg, Germany",Deutsche Lufthansa,Kassel - Frankfurt,Junkers F-13,5,5,0,1927
128,1927-08-22,"Sevenoaks, England",KLM Royal Dutch Airlines,Croydon - Schiphol,Fokker F-VIII,11,1,0,1927
129,1927-09-03,"Willington, Connecticut",Colonial Air Transport,sin informacion,Fokker Universal,1,1,0,1927
130,1927-09-17,"Hadley, New Jersey",Reynolds Airways,Sightseeing,Fokker F-VII,12,7,0,1927
131,1927-09-17,Atlantic Ocean,Private,Old Orchad Beach - Rome,Fokker F7,3,3,0,1927
132,1927-09-23,"Schleiz, Germany",Deutsche Lufthansa,Berlin - Munich,Dornier Merkur,6,6,0,1927
133,1927-10-06,"Thies, Mauritania",Lignes Aeriennes Latecoere,Saint Louis - Dakar,Breguet 14,2,2,0,1927
134,1927-10-30,"New Brunswick, New Jersey",Colonial Air Transport,sin informacion,Fairchild FC-2,4,4,0,1927
135,1927-11-08,"Strasburg, France",CIDNA,Strasbourg - Paris,Farman F-121 Jabiru,1,1,0,1927
136,1927-11-16,Over the Gulf of Finland,Aero O-Y,Tallinn - Helsinki,Junkers F-13,6,6,0,1927
137,1927-11-29,"Corunna, Indiana",National Air Transport,sin informacion,Douglas M-4,1,1,0,1927
138,1927-12-28,"Almeria, Spain",Aeropostale,Dakar - Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,1,1,0,1927
139,1927-12-31,"Near Marseille,France",Latecoere Airlines,Test flight,Latécoère 23 (flying boat),5,5,0,1927
140,1928-01-08,"Near Canajoharie, New York",Colonial Western Airlines,Minola - Albany - Buffalo,Fairchild FC-2,3,3,0,1928
141,1928-01-16,"Solis, Uruguay",Aeropostale,Buenos Aires - Montevideo,Latecoere 25,2,2,0,1928
142,1928-01-22,"L'Hospitalet, Ariège",Aeropostale,Toulouse - Perpignan - Alicante - Casablanca - Dakar,Breguet 14,1,1,0,1928
143,1928-01-22,"Tarragona, Spain",Aeropostale,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,2,2,0,1928
144,1928-01-27,"Almeria, Spain",Aeropostale,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,1,1,0,1928
145,1928-02-26,"Marquette, Nebraska",Boeing Air Transport,sin informacion,Boeing 40,2,1,0,1928
146,1928-03-11,"Off Cape Griz Nez, France",Air Union,Paris - Croydon,Farman F-60 Goliath,2,2,0,1928
147,1928-04-17,"Federal, Wyoming",Boeing Air Transport,sin informacion,Boeing 40,2,1,0,1928
148,1928-04-19,"Minuesa, Spain",Iberia Airlines,Barcelona - Madrid,Rohrbach Roland,9,9,0,1928
149,1928-05-07,"Florianopolis, BrazilFlorianopolis, BrazilFlorianopolis, Brazil",Aeropostale,sin informacion,Latecoere 26,5,1,0,1928
150,1928-05-12,"Dearborn, Minnesota",Ford Air Freight Inc.,Dearborn - Buffalo,Ford 4,2,2,0,1928
151,1928-05-26,"Radevormwald, Germany",Deutsche Lufthansa,Essen - Dortmund - Frankfurt,Junkers F-13,5,3,0,1928
152,1928-06-14,"Frankfurt, Germany",Deutsche Lufthansa,sin informacion,AEGK,5,5,0,1928
153,1928-06-22,"Lebo, Kansas",National Air Transport,Chicago - Dallas,Douglas M-4,1,1,0,1928
154,1928-07-10,Over the Gulf of Finland,Aero O-Y,Tallinn - Helsinki,Junkers F-13,6,6,0,1928
155,1928-07-13,"Purley, England",Imperial Airways,Testing,Vickers 74 Vulcan,6,4,0,1928
156,1928-07-24,"Waalhaven, Netherlands",KLM Royal Dutch Airlines,Sightseeing over Rotterdam,Fokker (KLM) F.III,6,1,0,1928
157,1928-08-25,"Near Port Townsend, BC, Canada",British Columbia Airways,Victoria - Seattle,Ford 4-AT-B Tri Motor,7,7,0,1928
158,1928-09-02,"Toul, France",CIDNA,Toul - Clermont-Ferrand,Bleriot Spad 33,5,5,0,1928
159,1928-09-04,"Adelaide Hills, Australia",Qantas,Adelaide - Longreach,de Havilland DH.50J,2,1,0,1928
160,1928-09-04,"Pocatello, Idaho",National Parks Airways,Great Falls - Pocatello - Salt Lake City,Fokker Super Universal,7,7,0,1928
161,1928-09-06,"Heroldbach, Germany",Deutsche Lufthansa,sin informacion,Fokker FG III,3,3,0,1928
162,1928-10-04,"Gerona, Spain",Aeropostale,Casablanca - Alicante - Barcelona - Perpignan - Toulouse,Breguet 14,3,3,0,1928
163,1928-10-18,"Polk, Pennsylvania",National Air Transport,sin informacion,Douglas M-4,1,1,0,1928
164,1928-10-31,"Valence, France",Air Union,Paris - Lyon - Marseille,Bleriot Spad 56,2,1,0,1928
165,1928-11-15,Off Gibraltar,Aeropostale,Marseille - Palma de Majorca,Latecoere 32,3,1,0,1928
166,1928-11-24,"Edgerton, Ohio",Universal Airlines,Cleveland - Chicago,Hamilton H-47,3,3,0,1928
167,1928-11-25,"Edgerton, Ohio",Continental Air Lines,Cleveland - Louisville,Travel Air 4000,1,1,0,1928
168,1928-11-25,"Bristolville, Ohio",National Air Transport,sin informacion,Douglas M-4,1,1,0,1928
169,1928-12-01,"Spur, Texas",Sunbeam Air Transport Co.,San Antonio - Amarillo - Tulsa - Denver,Ford 4-AT-B Tri Motor,5,5,0,1928
170,1928-12-03,"Near Rio de Janeiro,Brazil",Syndicato Condor,Sightseeing,Dornier Wal,14,14,0,1928
171,1928-12-10,"Spokan, Washington",Spokane Airways,Colfax - Spokane,Ford Tri-motor 4,5,5,0,1928
172,1928-12-11,"Letzlingen, Germany",Deutsche Lufthansa,Cologne -  Berlin,Junkers G-31,4,3,0,1928
173,1928-12-20,"Huron, Ohio",National Air Transport,Cleveland - Chicago,Douglas M-4,1,1,0,1928
174,1928-12-23,"Chattanooga, Tennessee",Interstate Airlines,sin informacion,Fairchild FC-2,4,4,0,1928
175,1928-12-31,"Reims, France",CIDNA,Strasbourg - Paris,Blériot Spad 66,3,2,0,1928
176,1929-01-05,"Stafford Springs, Connecticut",Colonial Air Transport,sin informacion,Fairchild FC-2,1,1,0,1929
177,1929-01-18,"Cove, Oregon",Varney Air Lines,"Boise, ID - Pasco, WA",Stearman C-38,1,1,0,1929
178,1929-01-25,"Near Corfu, Greece",Aeroespresso,Brindisi - Athens - Istanbul,CMASA Wal,9,2,0,1929
179,1929-01-31,Off Morocco,Aeropostale,Agadir - Casablanca,Latecoere 26,2,2,0,1929
180,1929-01-31,"Morgantown, West Virginia",Skyline Transportation Company,sin informacion,Travel Air 4000,1,1,0,1929
181,1929-03-17,"Newark, New Jersey",Colonial Western Airlines,Sightseeing,Ford 5-AT-B Tri Motor,15,14,0,1929
182,1929-03-30,"Near Beaumont, California",New Standard Airlines,Los Angeles - Phoenix - El Paso,Fokker F-VIIA,4,4,0,1929
183,1929-04-21,"San Diego, California",Maddux Airlines / Military - U.S.Army Air Force,San Diego - Phoenix,Ford 5-AT-B Tri-Motor / B-PW-9D,6,6,0,1929
184,1929-05-09,"Tampico, Mexico",Mexicana,"Tampico - Brownsville, TX",Ford Tri-motor 4,5,5,0,1929
185,1929-05-18,"Tököl,  Pest Hungary",MALERT,sin informacion,Fokker F-III,2,2,0,1929
186,1929-05-22,Algiers,Aeropostale,Algiers - Marseille,Cams 53,6,4,0,1929
187,1929-06-13,"Santiago de Cuba, Cuba",Pan American Airways,Santiago de Cuba - Havana,Fokker F-X,5,2,0,1929
188,1929-06-14,"Barcelona, Spain",Aeropostale,Janeiro - Buenos Aires,Breguet 14,2,1,0,1929
189,1929-06-17,"Off Dungeness, England",Imperial Airways,London - Paris - Basil - Zuric,Handley Page W-10,13,7,0,1929
190,1929-06-24,"St. Paul, Minnesota",Northwest Orient Airlines,St. Paul - Minneapolis,Ford 5-AT-B Tri-Motor,8,1,0,1929
191,1929-06-29,"Near Lindau, Bavaria, Germany",Bodensee Aerolloyd,sin informacion,Domier Delphin III (flying boat),5,5,0,1929
192,1929-06-29,"Columbus, Ohio",Continental Air Lines,sin informacion,Travel Air 4000,1,1,0,1929
193,1929-08-11,"Clovis, New Mexico",Middle States Airlines,sin informacion,Lockheed 5 Vega,4,4,0,1929
194,1929-08-24,"Sochi, Russia",Ukvozduchput,sin informacion,Kalinin K-4,1,1,0,1929
195,1929-08-24,"Elm, Germany",Deutsche Lufthansa,Frankfurt - Berlin,Fokker FG II,5,4,0,1929
196,1929-09-02,"Needles, California",Associated Aviators,sin informacion,Lockheed Vega,2,1,0,1929
197,1929-09-03,"Mt. Taylor, near Grants, New Mexico",Trans Continental Air Transport,Albuquerque - Los Angeles,Ford 5-AT-B Tri Motor,8,8,0,1929
198,1929-09-06,"Jask, Iran",Imperial Airways,"London, England - India",de Havilland DH-66 Hercules,5,3,0,1929
199,1929-09-14,North Atlantic Ocean,Aeropostale,"Toulouse, France - Casablanca, Morocco",Latecoere 25,6,6,0,1929
200,1929-09-14,"Saint Catharines, Ontario",Skyways,Sightseeing,Travel Air 6000,6,6,0,1929
201,1929-09-17,"Mt Lamentation, Connecticut",Colonial Air Transport,sin informacion,Pitcairn PA-6 Mailwing,1,1,0,1929
202,1929-09-17,"Off Larache, Morocco",Aeropostale,Toulouse - Perpignan - Barcelona - Alicante - Casablanca,Latecoere 25-3-R,5,5,0,1929
203,1929-09-17,"Jacumba, California",Pickwick Airways,Tijuana - Nogales,Fairchild 71,2,1,0,1929
204,1929-10-26,"Off Spezia, Italy",Imperial Airways,Naples - Genoa,Short Calcutta (flying boat),7,7,0,1929
205,1929-10-29,"Mount Vernon, Ohio",Continental Air Lines,Cleveland - Louisville,Stearman C-38,1,1,0,1929
206,1929-10-31,"Off Bremerton, Washington",Bremerton-Seattle Air Taxi / Gorst Air Lines,Bremerton - Seattle,Loening C-2C,2,2,0,1929
207,1929-11-04,"Cerro del Carbon, Mexico",Corp. Aeronautica de Transportes,Matamoros - Mexico City - Juarez,Lockheed Vega 5,4,4,0,1929
208,1929-11-06,"Near Godstone, Surrey, England",Deutsche Lufthansa,Croyden - Amsterdam - Berlin,Junkers G-24,8,7,0,1929
209,1929-11-16,"Off Corsica, France",Air Union,Marseille - Ajaccio - Tunis,Liore et Olivier 190,3,3,0,1929
210,1929-11-20,"Terranova Pausania, East Sardinia",S.A.M. Società Aerea Mediterranea,"Cagliari, Terranova - Rome",Savoia Marchetti S55,12,1,0,1929
211,1929-11-30,"Vancouver, Washington",Varney Air Lines,sin informacion,Stearman M-2 Speedmail,1,1,0,1929
212,1929-12-02,"Chagrin Falls, Ohio",National Air Transport,sin informacion,Douglas M-3,1,1,0,1929
213,1929-12-19,"Near Berlin, Germany",Deutsche Lufthansa,Marseille - Berlin,Arado V1,3,2,0,1929
214,1929-12-30,"Amarillo, Texas",Trans Continental Air Transport,Demonistration,Travel Air B6000,5,5,0,1929
215,1930-01-10,"Brawnson, Nebraska",Boeing Air Transport,sin informacion,Boeing 95,1,1,0,1930
216,1930-01-13,"Antananarivo, Madagascar",Air Orient,Antananarivo - Paris,Farman 190,3,3,0,1930
217,1930-01-19,"Oceanside, California",Maddux Airlines,"Aqua Caliente, Mexico - Los Angeles",Ford 5-AT-C Tri Motor,16,16,0,1930
218,1930-01-25,"Off Ceuta, Spain",Aeropostale,Casablanca - Alicante,Latecoere 25,2,2,0,1930
219,1930-01-27,"Kansas City, Missouri",Central  Airlines (Universal Aviation Corporation),"Wichita - Kansas City, KS",Travel Air A6000A,5,5,0,1930
220,1930-02-03,"Hartford, Connecticut",Colonial Air Transport,"Newark, NJ - Hartford, CT",Pitcairn PA-6 Mailwing,1,1,0,1930
221,1930-02-10,"Marden, England",Air Union,Paris - Croydon,Farman F-63,6,2,0,1930
222,1930-04-18,"Jersey City, New Jersey",Canadian Colonial Airways,"Albany, NY - Jersey City, NJ",Fairchild 71,4,4,0,1930
223,1930-05-10,"Buenos Aires, Argentina",Aeropostale,Buenos Aires - Montevideo,Latecoere 28,4,3,0,1930
224,1930-06-05,"Boston, Massachusetts",Colonial Air Transport,Boston - Newark,Ford Tri-Motor 5,15,1,0,1930
225,1930-07-07,"Bornholm, Denmark",Deutsche Lufthansa,Stettin - Norway,Dornier Wal,8,5,0,1930
226,1930-07-10,"Arkansas Pass, Texas",Cross Airways,Port Aransas - Kansas City,Lockheed Vega 5,5,5,0,1930
227,1930-07-21,"Near Meopham, Kent, England",Walcot Air Line,"London - Le touquet, France",Junkers F-13ge,6,6,0,1930
228,1930-08-22,"Iglau, Czechoslovakia",Ceskoslovenske Aerolinie,Prague - Bratislava,Ford 5-AT-C Tri Motor,11,10,0,1930
229,1930-09-11,"Croydon, England",Sabena,Croydon - Brussels,Sabca F-VII,2,2,0,1930
230,1930-09-25,"Edmonton, Alberta, Canada",Western Canada Airways,Calgary - Moosejaw,Boeing 40,3,3,0,1930
231,1930-10-05,"Near Beauvais, France",Military - British Air Ministry,"Cardington, England - Karachi, Pakistan",Royal Airship Works R-101,54,48,0,1930
232,1930-10-06,"Dresden, Germany",Deutsche Lufthansa,Berlin - Vienna,Messerschmitt M-20B,8,8,0,1930
233,1930-10-12,"La Rache, Morocco",Aeropostale,Casablanca - Bahat - Toulouse,Latecoere 28,4,4,0,1930
234,1930-10-13,"Perth, Australia",Wings Ltd,sin informacion,de Havilland DH.80 Puss Moth,3,3,0,1930
