id,fecha,ubicacion,aerolinea,ruta,tipo,total_abordo,fallecidos,fallecidos_en_tierra,anio
3550,1989-04-26,"Baranquilla, Colombia",Aerosucre Colombia,Baranquilla - Bogota,Aérospatiale SE-210 Caravelle,5,5,0,1989
3551,1989-05-05,"Near Cancun, Mexico",Aero Cozumel,Chichen Itza - Cozumel,Britten Norman BN-2A Trislander II,19,6,0,1989
3552,1989-05-08,"Oskarshamn, Sweden",Holmstoem Air,Stockholm - Oskarshamn,Beechcraft 99,16,16,0,1989
3553,1989-05-09,"Near Tainjin, China",Aero Asahi,sin informacion,Bell 412,0,10,0,1989
3554,1989-06-07,"Near Paramaribo, Surinam",Surinam Airways,Paramaribo - Zanderij,McDonnell Douglas DC-8 Super 62,187,176,0,1989
3555,1989-06-11,"Vereda el Salitre, Colombia",Aerotaca,El Yopal - Tame,de Havilland Canada DHC-6 Twin Otter 300,22,6,0,1989
3556,1989-06-17,"Berlin, Germany",Interflug,Berlin - Moscow,Ilyushin IL-62MK,113,20,1,1989
3557,1989-06-18,"Zabol, Iran",Ariana Afghan Airlines,Kabul - Zaranj,Antonov AN-26,39,6,0,1989
3558,1989-06-22,"Near Tarma, Peru",Fuerza Aérea del Peru,San Ramon - Captain Alvarino,de Havilland Canada DHC-5D Buffalo,62,62,0,1989
3559,1989-06-27,"Kaohsiung, Taiwan",Formosa Airlines,Kaohsiung - Chi-mei,Cessna 404 Titan Courier II,13,12,0,1989
3560,1989-06-28,"Yaounde,  Cameroon",Cameroon Airlines,Douala - Yaounde,Hawker Siddeley HS-748-435 Srs. 2,47,3,0,1989
3561,1989-06-28,"Near Borana, Somalia",Somali Airlines,Hargeisa - Mogadishu,Fokker F-27 Friendship 600RF,30,30,0,1989
3562,1989-06-29,"Cartersville, Georgia",Calair,"Carterville, GA  - Montgomery, AL",Dassault Falcon 20,2,2,0,1989
3563,1989-07-19,"Glen Burnie, Maryland",Air Taxi - Centre Airlines Inc.,"Baltimore, MD - Winchester, VA",Beech E18S,5,2,0,1989
3564,1989-07-19,"Talourow Island, USSR",Aeroflot,Observation flight out of Cape Schmidt,Antonov AN-26,10,10,0,1989
3565,1989-07-19,"Sioux City, Iowa",United Air Lines,"Denver, CO - Chicago, IL",McDonnell Douglas DC-10-10,298,112,0,1989
3566,1989-07-21,"Porgera, New Guinea",Talair,Porega-Port Moresby,de Havilland Canada DHC-6 Twin Otter 300,22,3,0,1989
3567,1989-07-21,"Manila, Philippines",Philippine Air Lines,Zamboanga - Manila,BAC One-Eleven 516FP,98,1,8,1989
3568,1989-07-23,"Near Jalalabad, Afghanistan",Military - Afghan Republican Air Force,sin informacion,Mil Mi-8 / Mil Mi-8,30,30,0,1989
3569,1989-07-26,"Near Chana, Angola",Military - Angolan Air Force,Luena - Cazombo,Antonov AN-26,48,42,0,1989
3570,1989-07-27,"Off Ullung Do, South Korea",Universal Airlines,sin informacion,Sikorsky S-58T,19,13,0,1989
3571,1989-07-27,"Tripoli, Libya",Korean Airlines,Jeddah - Tripoli,McDonnell Douglas DC-10-30,199,75,4,1989
3572,1989-07-31,"Auckland, New Zealand",Air Freight New Zealand,Auckland - Christchurch,Convair CV-580,3,3,0,1989
3573,1989-08-03,"Samos, Greece",Olympic Aviation,Thessaloniki - Samos,Shorts 330-200,34,34,0,1989
3574,1989-08-07,"Near Gambela, Ethiopia",RRC Air Service,Addis Ababa - Bole,de Havilland DHC-6 Twin Otter 300,16,16,0,1989
3575,1989-08-08,"Near Midford Sound, New Zealand",Aspring Air,Wanaka - Milford Sound,Britten-Norman BN-2A-26 Trislander,10,10,0,1989
3576,1989-08-13,"Janice, Mississippi",Private,"Hattiesburg, MS - Gulfport, MS",Cessna 177RG,2,2,0,1989
3577,1989-08-15,"Shanghai, China, China",China Eastern Airlines,Shanghai - Hongqiao,Antonov AN-24RV,40,34,0,1989
3578,1989-08-25,"Near Gilgit, Pakistan",Pakistan International Airlines,Gilgit - Islamabad - Chaklala,Fokker F-27 Friendship 200,54,54,0,1989
3579,1989-09-03,"Near Sao Jose do Xingu, Brazil",Varig,Maraba - Belem,Boeing B-737-241,54,13,0,1989
3580,1989-09-03,"Near Havana, Cuba",Cubana de Aviacion,"Havana - Köln, Bonn",Ilyushin IL-62M,126,126,45,1989
3581,1989-09-08,"Skagerrak, Denmark",Partnair,Oslo - Hamburg,Convair CV-580,55,55,0,1989
3582,1989-09-15,"Mayfield, Kentucky",Wehite Cap Aviation,"Orlando, FL - Mayfield, KY",Beech King Air B100,6,6,0,1989
3583,1989-09-15,"Near Bentuni, Indonesia",Merpati Nusantara Airlines,Manokwari - Bentuni,de Havilland Canada DHC-6 Twin Otter 300,22,22,0,1989
3584,1989-09-19,"Near Bilma, Niger",Union des Transportes Aeriens,N'Djamena - Paris,McDonnell Douglas DC-10-30,171,171,0,1989
3585,1989-09-20,"Fairbanks, Alaska",Boeing KC-135E,Training,Military - U.S. Air Force,7,2,0,1989
3586,1989-09-20,"La Guardia Airport, New York, New York",USAir,"New York City - Charlotte, NC",Boeing B-737-401,63,2,0,1989
3587,1989-09-21,"Centeral AfghanistanAfghanistan",Military - Afghan Republican Air Force,sin informacion,Mil Mi-8 (helicopter),26,26,0,1989
3588,1989-09-21,"Near Baghran, Afghanistan",Military - Afghan Republican Air Force,sin informacion,Mil Mi-17 ( helicopter),24,24,0,1989
3589,1989-09-23,"Ujani Dam, India",Vayudoot,Pune - Hyderabad,Dornier Do-288-201,11,11,0,1989
3590,1989-09-26,"Terrace,  Canada",Skylink Airlines,Vancouver - Terrace,Swearingen SA.227AC Metro III,7,7,0,1989
3591,1989-09-27,"Grand Canyon National Park Airport, Tusayan, Arizona",Grand Canyon Airlines,Grand Canyon National Park,de Havilland Canada DHC-6 Twin Otter 300,21,10,0,1989
3592,1989-09-28,"Semyonovka ,Ukraine",MAP,Mukachevo - 	Moscow,Antonov An-32,9,9,0,1989
3593,1989-10-04,"Perth, Ontario, Canada",Military - U.S. Air Force,sin informacion,Boeing KC-135A,4,4,0,1989
3594,1989-10-06,"Uncertain, Texas",Winchester Air,Uncertain - Destsin,Cessna 208 Caravan I,5,5,0,1989
3595,1989-10-10,"Lacey Township, New Jersey",Air Taxi - Paramount Aviation Corp.,"New York, NY - Atlantic City, NJ",Agusta A109A MK II,5,5,0,1989
3596,1989-10-10,"Urpay, Peru",TAUSA,Urpay-Uchiza,Cessna 402C Utililiner,12,12,0,1989
3597,1989-10-18,"Nasosny, Russia",Military - Russian Air Force,sin informacion,Ilyushin IL-76MD,57,57,0,1989
3598,1989-10-20,"Leninakan, Russia",Aeroflot,Ul'yanovsk - Leninakan,Ilyushin IL-76TD,15,15,0,1989
3599,1989-10-21,"Near Tegucigalpa, Honduras",TAN,Managua - Tegucigalpa,Boeing B-727-224,146,127,0,1989
3600,1989-10-26,"Petropavlovsk, USSR",Military - Soviet Air Force,sin informacion,Antonov AN-26,36,36,0,1989
3601,1989-10-26,"Hualien, China",China Airlines (Taiwan),Hualien - Taipei,Boeing B-737-209,54,54,0,1989
3602,1989-10-28,"Halawa Point, Molokai, Hawaii",Aloha Island Air,"Kahului, Maui - Kaunakakai, Molokai",de Havilland DHC-6 Twin Otter 300,20,20,0,1989
3603,1989-11-09,"Monrovia, Liberia",Weasua Air Ttansport,Monrovia-Freetown,Britten-Norman BN-2A Islander,10,2,0,1989
3604,1989-11-10,"Maluti Mountains, Lesotho",Military - Royal Lesotho Defence Force,Qacha?s-  Nek-Maseru,Casa 212 Aviocar,18,18,0,1989
3605,1989-11-21,"Near Tyumem, Russia",Aeroflot,Perm - Sovietsky,Antonov AN-24,42,34,0,1989
3606,1989-11-23,Albania,Military - People's Army/ Military - Peoples Air Force,sin informacion,Mil Mi-4 / Mil Mi-4,24,24,0,1989
3607,1989-11-25,"Seoul, South Korea",Korean Airlines,Seou - Ulsan,Fokker F-28 Fellowship 4000,52,1,0,1989
3608,1989-11-27,"Bogota, Colombia",AVIANCA,Bogota - Cali,Boeing B-727-21,107,107,3,1989
3609,1989-11-27,"Near Jamba, Angola",Tepper Aviation,Kamina - Jamba,Lockheed L-100-20 Hercules,5,5,0,1989
3610,1989-11-28,"Charallave, Venezuela",Lineas Aéreas Cave,Canaima - Ciudad Guayana -Charallave,Cessna 402,7,3,0,1989
3611,1989-11-28,"Block Island, Rhode Island",New England Airlines,"Block Island, RI - Westerly, RI",Britten-Norman BN-2A Islander,8,8,0,1989
3612,1989-12-01,"Patuxent, Maryland",Military - U.S. Army,Fort Belvoir - Patuxent River NAS,CASA 212 Aviocar 200,5,5,0,1989
3613,1989-12-21,"Near Guayaramerin, Bolivia",Military - Bolivian Air Force,Guayaramerin - Santa Cruz,Lockheed C-130A,28,24,0,1989
3614,1989-12-26,"Pasco, Washington",United Express,Yakima - Pasco,British Aerospace 3101 Jetstream 31,6,6,0,1989
3615,1989-12-28,"Near Visina, Romania",Tarom,Bicharest - Beogard,Antonov An-24RV,7,7,0,1989
3616,1989-12-30,Milford Sound,Air Fiordland,sin informacion,Cessna 207 / Cessna 207,5,5,0,1989
3617,1990-01-02,"Java Sea, Indonesia",Pelita Air Service,Palambang and Jakarta,CASA 212 Aviocar 200,16,9,0,1990
3618,1990-01-13,"Near Pervouralsk, Russia",Aeroflot,Tyumen - Ufa,Tupolev TU-134A,71,27,0,1990
3619,1990-01-15,"Pico Blanco, Costa Rica",SANSA,San Jose - Palmar Sur,CASA 212 Aviocar 200,23,23,0,1990
3620,1990-01-17,"Near Leadville, Colorado",Federal Express,Denver - Montrose,Cessna 208A Caravan I Cargomaster,1,1,0,1990
3621,1990-01-23,"Near Caracas, Venezuela",Military - Venezuelan Navy,Caracas - Puerto Ayancucho,CASA 212-200 Aviocar,25,25,0,1990
3622,1990-01-25,"Mt Rijani, Lombok Island, Indonesia",Airfast Services,Ujung Pandang - Selaparang,Hawker Siddeley HS-748-2A,19,19,0,1990
3623,1990-01-25,"Cove Neck, New York",AVIANCA,Medellin - New York City,Boeing B-707-321B,158,73,0,1990
3624,1990-01-26,"Zavkhan, Mongolia",MIAT - Mongolian Airlines,Ulan Bator - Uliastaj,Antonov AN-26V,30,30,0,1990
3625,1990-01-27,"Near Kinkala, Congo",Military - Congolese Air Force,Pointe-Noire - Brazzaville,Nord 262C-66,28,28,0,1990
3626,1990-01-29,"Burlington, Vermont",Airborne Express,"Burlington, VT - Albany, NY",Cessna 208B Caravan I,2,2,0,1990
3627,1990-01-29,"Plattsburgh, New York",Wiggins Airways,Plattsburgh - Syracuse,Cessna 208B Caravan I Super Cargomaster,1,1,0,1990
3628,1990-02-05,"Near Ibague, Colombia",Helicopteros Nacionales de Colombia,Bogota via Neiva - Ibague,Grumman G-159 Gulfstream I,15,15,0,1990
3629,1990-02-12,"Bauru, Brazil",TAM (Brazil),San Palo - Bauru - Aracatuba,Fokker 27 Friendship 200,40,2,2,1990
3630,1990-02-14,"Near Bangalore, India",Indian Airlines,Bombay - Bangalore,Airbus A320-231,146,92,0,1990
3631,1990-02-17,"Near Ngwerere, Zambia",Military - Zambian Air Force,M'bala - Likouala,DHC-5 Buffalo,29,29,0,1990
3632,1990-02-27,"Denver, Colorado",Federal Express,Aspen - Denver,Cessna 208A Caravan I Cargomaster,1,1,0,1990
3633,1990-03-01,"Near Meerut, India",Military - Indian Air Force,sin informacion,MiG-23,1,0,50,1990
3634,1990-03-12,"Off Freetown, Sierre Leone",Helicsa,sin informacion,Sikorsky S-58ET (helilcopter),13,11,0,1990
3635,1990-03-21,"Las Mesitas, Honduras",TAN Honduras,San Pedro - Tegucigalpa,Lockheed L-188CF Electra,3,3,0,1990
3636,1990-03-23,Santiago de Cuba,Cubana de Aviacion,Santiago de Cuba-La Havane,Antonov AN-26,46,4,0,1990
3637,1990-03-27,"Kabul, Afghanistan",Aeroflot,Kokand - Kabul,Ilyushin IL-76MD,11,11,0,1990
3638,1990-03-27,"Near Kuito, Angola",Military - Angolan Air Force,Kuito-Huambo,CASA 212 Aviocar 300,25,25,0,1990
3639,1990-04-12,"Off Vaeroy, Norway",Wideroe's Flyveselksap,Vaeroy - Bodo,de Havilland Canada DHC-6 Twin Otter 300,5,5,0,1990
3640,1990-04-18,"Off Contadora, Panama",Aeroperlas,Panama City-Contadora-San Miguel,de Havilland Canada DHC-6 Twin Otter 200,22,20,0,1990
3641,1990-04-20,"Near Kinshasa, Zaire",Military - Zairean Air Force,Kinshasa-Gbadolite,Lockheed C-130H,24,20,0,1990
3642,1990-04-26,"Near Manila, Philippines",MATS - Manila Aero Transport System,Manila - Roxaz City,Douglas DC-3 (C-47A-30-DK),24,7,0,1990
3643,1990-04-30,"Ship Sands Island, ON, Canada",Frontier Air,"Timmins, Ontario - Ship Sands Island, Ontario",Beechcraft C99,4,1,0,1990
3644,1990-04-30,"Tarbert, England",Military - Royal Air Force,Timmins - Moosonee,Avro Shackleton AEW-2,10,10,0,1990
3645,1990-05-05,"Guatamala City , Guatemala",Aerial Transit Company,Guatamala City - La Aurora,Douglas DC-6BF,3,3,24,1990
3646,1990-05-10,"Tuxtla-Gutierrez, Mexico",Avicsa,Tapachula - Tuxtla-Gutierrez,Fairchild F-27,40,20,0,1990
3647,1990-05-11,"Near Wurzburg , Germany",Military - Luftwaffe,sin informacion,Transall C-160D,10,10,0,1990
3648,1990-05-11,"Manila, Philippines",Philippine Air Lines,Manila - Iloilo,Boeing B-737-3Y0,119,8,0,1990
3649,1990-05-18,"Manila, Philippines",Aerolift Philippines,Manila - Surigao City,Beechcraft 1900C-1,21,21,4,1990
3650,1990-06-06,"Near Altamira, Brazil",TABA,Belem - Altamira,Fairchild FH-227B,42,23,0,1990
3651,1990-06-06,"Thistle Lake, Northwest Territory, Canada",Ptarmigan Airways,sin informacion,de Havilland Canada DHC-6 Twin Otter 300,2,2,0,1990
3652,1990-06-10,"Oxfordshire, England",British Airways,"Birmingham, England - Malaga, Spain",BAC One-Eleven 528FL,85,0,0,1990
3653,1990-07-05,"Near Port Morseby, New Guinea",Douglas Airways,Port Moresby-Woitape,Britten-Norman 2B-21 Islander,12,8,0,1990
3654,1990-07-27,"Near Maymaneh, Afghanistan",Military - Afghan Republican Air Force,sin informacion,Mil Mi-8 (helicopter),30,30,0,1990
3655,1990-07-31,"Near Huanuco, Peru",Servicio Expresso Nacional,sin informacion,Beech King Air B90,9,9,0,1990
3656,1990-08-01,"Stepanakert, Azerbaijan, USSR",Aeroflot,Yerevan - Zvartnots,Yakovlev YAK-40,47,47,0,1990
3657,1990-08-10,"Near Shindand, Afghanistan",Military - Afghan Republican Air Force,sin informacion,Antonov AN-12,83,83,0,1990
3658,1990-08-27,"Elkhorn, Wisconsin",Private - Omniflight Helicopters,"Elkhorn, WI - Chicago, IL",Bell BHT-206-B Helicopter,5,5,0,1990
3659,1990-08-29,"Near Kaiserslautern, Germany",Military - U.S. Air Force,Ramstein AB - Rhein-Main AB,Lockheed C-5A,17,13,0,1990
3660,1990-09-03,"Kaltag, Alaska",Frontier Flying Service,"Nulato, AK - Kaltag, AK",Piper PA-31-325 Navajo,10,3,0,1990
3661,1990-09-11,"Off Newfoundland, Canada",Faucett,Malta - Miami - Reykjavík - Gander,Boeing B-727-247,18,18,0,1990
3662,1990-09-12,"Off Sondre Stromfjord, Greenland",Nuna Air,Sondre Stomfjord - Goose Bay,Cessna 441 Conquest II,8,8,0,1990
3663,1990-09-14,"Koltsovo, Russia",Aeroflot,Volgograd - Sverdlovsk,Yakovlev YAK-42,128,4,0,1990
3664,1990-09-20,"Off Fernando de Noronha, Brazil",SUDENE,Fernando de Noronha -  Recife,Embraer 110P1 Bandeirante,12,12,0,1990
3665,1990-09-24,"San Luis Obispo, California",HiTech Helicopters,"Van Nuys, CA - San Luis Obispo, CA",Cessna 501 Citation,4,4,0,1990
3666,1990-10-02,"Guangzhou, China",China Southern Airlines / Xiamen Airlines,Guangzhou - Shanghi,Boeing B-737-247 / Boeing B-757-21B,226,128,0,1990
3667,1990-10-03,"Cape Canaveral, Florida",Eastern Air Lines,sin informacion,McDonnell Douglas DC-9-31,97,1,0,1990
3668,1990-10-19,"Near Bella Vista, Bolivia",BAFIN,Bella Vista - La Paz,Douglas C-47B-40-DK,4,4,0,1990
3669,1990-10-24,"Santiago de Cuba, Cuba",Cubana de Aviacion,Camaguey - Santiago de Cuba,Yakovlev YAK-40,31,11,0,1990
3670,1990-11-14,"Stadelberg, Switzerland",Alitalia,Milano - Zürich,McDonnell Douglas DC-9-32,46,46,0,1990
3671,1990-11-18,"Near Medellin, Colombia",SATENA,Quibdó - Bogotá,CASA 212 Aviocar 200,16,16,0,1990
3672,1990-11-19,"Near Ashkhabad, Turkmenistan, USSR",Aeroflot,sin informacion,Mil Mi-8T,15,15,0,1990
3673,1990-11-21,"Koh Samui, Thailand",Bangkok Airways,Bangkok - Koh Samui,de Havilland Canada DHC-8-103,38,38,0,1990
3674,1990-11-25,"Off Ravenna, Italy",Eitos,sin informacion,Aerospatiale 330J Puma,13,13,0,1990
3675,1990-12-03,"Romulus, Michigan",Northwest Airlines/ Northwest Airlines,Detroit - Pittsburg,Boeing B-727-251 / MD Douglas DC-9-14,198,8,0,1990
3676,1990-12-04,"Nairobi, Kenya",Sudania Air Cargo,Khartoum - Nairobi,Boeing B-707-320F,10,10,0,1990
3677,1990-12-06,"Near Matak, Indonesia",Pelita Air Service,sin informacion,IPTN 332C Super Puma,12,10,0,1990
3678,1991-01-10,"Near Paramo Mucuti, Venezuela",Military - Venezuelan Navy,Caracas - Merida,CASA 212 Aviocar 200,22,21,0,1991
3679,1991-01-30,"Jalaludin, Indonesia",Merpati Nusantara Airlines,Manado - Gorontalo,CASA 212 Aviocar 200,21,1,0,1991
3680,1991-01-31,"Near Ras Al Khafji, Saudi Arabia",Lockheed AC-130H Hercules,sin informacion,Military - U.S. Air Force,14,14,0,1991
3681,1991-02-01,"LAX, Los Angeles, California",USAir / Skywest Airlines,Columbus - Los Angeles \  Los Angeles - Fresno,Boeing B-737-300 / Swearingen SA-227AC,101,34,0,1991
3682,1991-02-05,"Near Nea Ankhialos, Greece",Military - Hellenic Air Force,Elefsis AB - Volos-Néa Anchialos,Lockheed C-130H,63,63,0,1991
3683,1991-02-14,"Near Taisha, Ecuador",Military - Ecuadorean Air Force,Macao - Taisha,de Havilland Canada DHC-6 Twin Otter 300,22,22,0,1991
3684,1991-02-17,"Cleveland, Ohio",Ryan International Airlines,Cleveland - Indianapolis,McDonnell Douglas DC-9-15RC,2,2,0,1991
3685,1991-02-20,"Puerto Williams, Chile",LAN,Punta Arenas - Puerto Williams,British Aerospace BAE-146-200A,72,20,0,1991
3686,1991-02-22,"Cazombo, Angola",Fuerza Area Angolaise,Luena-Cazombo,Antonov AN-26,47,47,0,1991
3687,1991-03-03,"Near Colorado Springs, Colorado",United Air Lines,Denver - Colorado Springs,Boeing B-737-291,25,25,0,1991
3688,1991-03-05,"La Puerta, Venezuela",Linea Aeropostal Venezolana,Maracaibo - Santa Barbara de Zulia,McDonnell Douglas DC-9-32,45,45,0,1991
3689,1991-03-16,"San Diego, CA",Duncan Aircraft Sales,"San Diego - Amarillo, TX  - Evansville, IN",Hawker-Siddeley DH-125-1A/522,10,10,0,1991
3690,1991-03-16,"Malanje, Angola",Transafrik,Luanda-Dundo,Lockheed L-100-30 Hercules,9,9,0,1991
3691,1991-03-21,"Ras-al-Mishab, Saudi Arabia",Military - Royal Saudi Air Force,Koweit City-Ras-al-Mishab-Dakar,Lockheed C-130H,98,98,0,1991
3692,1991-03-21,"Off San Diego, California",Military - U.S. Navy / Military -  U.S. Navy,sin informacion,Lockheed P-3C / Lockheed P-3C,27,27,0,1991
3693,1991-03-23,"Navoi,  Uzbekistan",Aeroflot,Trashkent - Navoi,Antonov AN-24B,63,34,0,1991
3694,1991-03-25,"Near Bangalore, India",Military - Indian Air Force,Yellahanka-Yellahanka,Hindustan Aeronautics 748-2,28,28,0,1991
3695,1991-04-04,"Lake Thutade, Canada",Central Mountain Air Services,Sturdee - Smithers,Douglas C-47B-15-DK,7,6,0,1991
3696,1991-04-04,"Marion, Pennsylvania",Private,"Williamsport, PA  - Philadelphia, PA",Piper Aerostar 601 / Bell 412SP,5,5,2,1991
3697,1991-04-05,"Brunswick, Georgia",Atlantic Southeast Airlines,Atlanta - Brunswick,Embraer 120RT- Brasilia,23,23,0,1991
3698,1991-04-19,"Off Nuka Hiva, French Polynesia",Air Tahiti,Hiva Ou - Nuku Hiva,Dornier Do-228-212,22,11,0,1991
3699,1991-05-09,"Sulawesi, Indonesia",Merpati Nusantara Airlines,Ambon - Ternate - Manado,Fokker F-27 Friendship 600,13,13,0,1991
3700,1991-05-13,"Grand Canyon, Airzona",Air Taxi - Air Grand Canyon Inc.,Local sightseeing,Cessna 207A,7,7,0,1991
3701,1991-05-15,"La Poyatta, Colombia",ADES Colombia,Villavicencio - Miraflores Guaviarel,Douglas C-47B,14,13,0,1991
3702,1991-05-23,"Leningrad, USSR",Aeroflot,Sukhumi - 	St. Petersburg,Tupolev TU-154B-1,181,13,0,1991
3703,1991-05-24,"Bakhtaran, Iran",Metro Cargo,Cologne-Bakhtaran,Ilyushin 76TD,10,4,0,1991
3704,1991-05-26,"Near Ban Nong Rong, Thailand",Lauda Air,"Bangkok - Wien, Austria",Boeing B-767-3Z9ER,223,223,0,1991
3705,1991-06-01,"Off Matthewtown, Great Inagua",Agape Flight Inc.,"Grada Zuma, Bahamas - Cape Hatien",GAF Nomad N24A,3,2,0,1991
3706,1991-06-10,"Luanda, Angola",Carib Air Transport,Luanda - Cafunfo,Lockheed L-382B Hercules,7,7,0,1991
3707,1991-06-20,"Near Malambo, Colombia",Aerosucre Colombia,Bogota - Malambo,Douglas DC-6BF,18,2,0,1991
3708,1991-06-26,"Gulf of Finland, Russia",AKF Polet,Saint Petersburg - Voronezh,Antonov AN-24,10,10,0,1991
3709,1991-06-26,"Near Sokotu, Nigeria",Okada Air,Benin - Kano,BAC One-Eleven 402AP,53,4,0,1991
3710,1991-07-04,"El Yopal, Colombia",Helicol Colombia,sin informacion,de Havilland Canada DHC-6 Twin Otter 300,3,3,0,1991
3711,1991-07-09,"Bellavista Airport, Peru",Aerochasqui,Bellvista - Pucallpa,CASA 212 Aviocar 200,15,15,0,1991
3712,1991-07-10,"Birmingham, Alabama",L'Express Airlines,New Orleans - Mobile - Birmingham,Beechcraft BE-99-C99,15,13,0,1991
3713,1991-07-11,"Jeddah, Saudi Arabia",Nationair (chartered by Nigeria Airways),Jeddah - Sokoto,McDonnell Douglas DC-8 Super 61,261,261,0,1991
3714,1991-07-25,"Espiritu Santos, Vanuatu",Vanair,Nogougou - Luganville,Britten-Norman BN-2A-6 Islander,9,9,0,1991
3715,1991-08-06,"Rarotonga, Cook Islands",Avalki Air,Altukaki - Rarotonga,Britten-Norman BN-2A-6 Islander,10,6,0,1991
3716,1991-08-14,"Near Uricani, Romania",Tarom,Bucharest - Timisoara,Ilyushin IL-18V,9,9,0,1991
3717,1991-08-16,"Imphal, India",Indian Airlines,Calcutta - Imphal,Boeing B-737-2A8,69,69,0,1991
3718,1991-08-20,"Ketchikan, Alaska",Temsco Airlines,"Ketchikan, AK - Wrangell, AK",Britten-Norman BN-2A-6 Islander,4,4,0,1991
3719,1991-08-28,"Walton, Oregon",Air Taxi - Bohemia Inc.,sin informacion,Aerospatiale 350B1,3,3,0,1991
3720,1991-09-03,"Sampit, Indonesia",Dirgantara Air Services,Sampit - Plangkaraya,Britten-Norman BN-2A-21,10,3,0,1991
3721,1991-09-04,"Long Seridan, Malaysia",Airtech Rajawaldi Udara,Bario - Marudi,Shorts SC-7 Skyvan 3-100,20,14,0,1991
3722,1991-09-11,"Near Eagle Lake, Texas",Continental Express,Laredo - Houston,Embraer 120RT Brasilia,14,14,0,1991
3723,1991-09-16,"Petropavlosk, USSR",Aeroflot,Lensk - Omsk,Antonov AN-72,13,13,0,1991
3724,1991-09-17,"Djibouti City, Djibouti	Djibouti City, DjiboutiDjibouti City, Djibouti",Ethiopian Airlines,Djibouti  - : Dire Dawa-Aba,Lockheed L-100-30 Hercules,4,4,0,1991
3725,1991-09-18,"Belvedere Center, Vermont",Canair Cargo,Moncton - Hamilton,Convair CV-580,2,2,0,1991
3726,1991-09-23,"Khatanga, Russia",Aeroflot,sin informacion,Antonov 12BP,16,1,0,1991
3727,1991-09-26,"Off St. Petersburg, USSR",Aeroflot,St. Petersburg - Voronezh,Antonov AN-26,10,10,0,1991
3728,1991-09-27,"Guadalcanal Island, Solomon Islands",Solomon Islands Airlines,Kira-Kira - Honiara,de Havilland Canada DHC-6 Twin Otter 300,15,15,0,1991
3729,1991-09-29,"Near Villavicencio,  Colombia",CORAL Colombia,Villlavicencio - Mitu,Curtiss C-46A,10,1,0,1991
3730,1991-10-05,"Near Jakarta, Indonesia",Military - Indonesian Air Force,Jakarta-Bandung,Lockheed C-130H-30,134,134,2,1991
3731,1991-10-13,"Aponguao Falls, Venezuela",EDELCA,Kavanayen - Luepa,Bell 214 ST,12,12,0,1991
3732,1991-10-25,"Vallejo, California",Corporate Mobility Inc. - Private,"Concord, CA - Novato, CA",Bell 206B helicopter,3,3,0,1991
3733,1991-10-25,"Tumbang Miri, Indonesia",Bali International Air Service,Palangkaraya - Sampit,Britten-Norman BN2A-III-2 Trislander,17,17,0,1991
3734,1991-10-30,"Near Point Alert, Ellesmere Island, NWT,Canada",Military - Royal Canadian Air Force,Edmonton - Point Alert,Lockheed CC-130E,18,5,0,1991
3735,1991-11-01,"Near Karakent, USSR",Military - Azerbaijan Air Force,sin informacion,Mil Mi-8 (helicopter),40,40,0,1991
3736,1991-11-07,"Makhackala, Russia",Aeroflot,Ellsta - Makhackala,Yakovlev YAK-40,51,51,0,1991
3737,1991-11-11,"Recife, Brazil",Nordeste Linhas Aereas,Recife - Maceió - Aracajú - Salvador,Embraer 110P1 Bandeirante,15,15,2,1991
3738,1991-11-16,"Anderma, Russia",Aeroflot,Ryazan - Vorkuta,Antonov AN-12V,20,20,0,1991
3739,1991-11-20,"Davis, California",Air Taxi - Airis Helicopters Inc.,"San Francisco, CA - Sacramento, CA",Bell 206B,3,3,0,1991
3740,1991-11-20,"Nagoro-Karabak, USSR",Military - Soviet Air Force,sin informacion,Mil Mi-8 (helicopter),23,23,0,1991
3741,1991-11-25,"Sena, Mozambique",STASA,sin informacion,Douglas C-47B-DK,3,1,0,1991
3742,1991-11-26,"Near Bugulma, Russia",Tartarstan Airlines,Nizhnevartovsk - Bugulma,Antonov AN-24,41,41,0,1991
3743,1991-11-29,"Guaratingueta AB, Brazil",Military - Força Aérea Brasileira,Brasilla  - Guarantinguerta,Embraer C-95C Bandeirante,16,16,0,1991
3744,1991-12-22,"Heidelberg, Germany",Classic Wings,Frankfurt - Frankfurt,Douglas DC-3A,30,27,0,1991
3745,1991-12-27,"Stockholm, Sweden",Scandinavian Airlines (SAS),Stockholm-Copenhagen-Warsaw,Mc Donnell Douglas MD-81,129,0,0,1991
3746,1991-12-29,"Wanli, Taiwan",China Airlines (Taiwan),Taipei - Anchorage,Boeing B-747-2R7F,5,5,0,1991
3747,1992-01-20,"Mt. Saint-Odile, near Strasbourg, France",Air Inter,Lyon - Strasbourg,Airbus A320-111,96,87,0,1992
3748,1992-01-28,"Near Stepanakert, Azerbaijan",Military - Azerbaijan Air Force,Agdam - Shusha,Mil Mi-8 (helicopter),47,47,0,1992
3749,1992-02-03,"Caetite, Brazil",Nordeste Linhas Aéreas,Salvador - Guanambi,Embraer 110C Bandeirante,12,12,0,1992
3750,1992-02-09,"Near Kafountine, Senegal",Gambcrest,Dakar - Yoff - Cap Skiring,Convair CV- 640,56,30,0,1992
3751,1992-02-15,"Toledo, Ohio",ATI,Seattle - Toledo,McDonnell Douglas DC-8-63F,4,3,0,1992
